,GRID,Pub_count,renewed,ADMINISTERING_IC,TOTAL_COST,GR_Total_year
17278,R56AI085110,4,0,AI,373600,3
17286,R56AI085131,8,0,AI,391406,3
17302,R56AI085150,4,0,AI,366250,3
17318,R56AI087468,2,0,AI,795770,3
17324,R56AI087686,2,0,AI,370000,3
17332,R56AI089458,8,0,AI,1069167,3
17360,R56AI089700,6,0,AI,436391,3
17372,R56AI089758,4,0,AI,337500,3
17412,R56AI090142,4,0,AI,378727,3
17434,R56DC010164,2,0,DC,420446,3
17438,R56DE020142,2,0,DE,203416,3
17442,R56DE020831,2,0,DE,308621,3
17446,R56DE021570,2,0,DE,339344,3
17504,R56DK084510,4,0,DK,505233,3
17528,R56DK088093,2,0,DK,233013,3
17568,R56DK089493,4,0,DK,542671,3
17588,R56DK090090,6,0,DK,395246,3
17600,R56DK090350,10,1,DK,597273,3
17630,R56ES017448,6,0,ES,284679,3
17652,RC1AG036142,10,0,AG,999701,3
17672,RC1AI081251,16,0,AI,1000000,3
17704,RC1AI081273,2,0,AI,850335,3
17708,RC1AI086222,2,0,AI,500000,3
17712,RC1AI086238,4,0,AI,978822,3
17720,RC1AI086830,40,0,AI,412913,3
15,C06RR030524,1,0,RR,14996000,4
233,DP2OD007423,1,0,OD,1113807,4
1181,G20RR030883,6,0,RR,2845473,4
3700,KM1CA156687,9,0,CA,2433915,4
3709,KM1CA156708,20,0,CA,2489728,4
3731,KM1CA156709,6,0,CA,2500000,4
3737,KM1CA156715,7,0,CA,2466755,4
3745,KM1CA156717,5,0,CA,2435723,4
3750,KM1CA156723,18,0,CA,2452096,4
3768,KM1CA156726,6,0,CA,2494925,4
12540,R01HL102472,2,1,HL,491296,4
14637,R15AG037393,1,0,AG,314128,4
14646,R15AI089671,9,0,AI,450000,4
14655,R15AI090582,1,0,AI,299710,4
14664,R15AT006122,12,0,AT,426102,4
14684,R15CA150698,4,0,CA,409190,4
14688,R15CA151065,3,0,CA,444000,4
14691,R15CA151094,2,0,CA,436500,4
14697,R15CA152922,3,0,CA,370000,4
14701,R15DA029544,1,0,DA,431678,4
14702,R15DA029546,1,0,DA,263986,4
14706,R15DC010998,1,0,DC,440159,4
14708,R15DC011005,3,0,DC,388449,4
14716,R15DK088707,2,0,DK,421091,4
14718,R15DK088733,4,0,DK,462000,4
14722,R15DK088749,1,0,DK,404386,4
14724,R15ES019128,1,0,ES,445500,4
14729,R15EY020805,5,0,EY,361817,4
14738,R15EY020995,1,0,EY,350455,4
14739,R15EY021008,5,0,EY,409404,4
14744,R15EY021026,5,1,EY,311058,4
14750,R15GM093313,2,0,GM,221250,4
14755,R15GM093366,3,1,GM,202766,4
14758,R15GM093867,2,0,GM,313502,4
14760,R15GM093929,2,0,GM,431807,4
14763,R15GM094039,1,0,GM,430500,4
14771,R15HD063469,2,0,HD,218250,4
14773,R15HD065552,12,1,HD,426122,4
14785,R15HD065568,3,1,HD,438454,4
14788,R15HD065584,1,0,HD,363750,4
14789,R15HD065594,2,0,HD,463337,4
14791,R15HD065651,1,0,HD,356884,4
14792,R15HD065661,2,0,HD,449933,4
14794,R15HD066301,18,0,HD,371250,4
14812,R15HD066378,2,0,HD,339567,4
14814,R15HD066397,3,0,HD,413013,4
14821,R15HL103497,7,0,HL,364218,4
14832,R15MH090998,4,0,MH,362442,4
14839,R15NR011353,2,0,NR,195625,4
14841,R15NR012147,1,0,NR,383980,4
14842,R15NR012189,2,0,NR,434812,4
14844,R15NR012190,1,0,NR,419147,4
14845,R15NR012195,2,0,NR,363563,4
14853,R15NS070717,1,0,NS,485591,4
14856,R15NS070779,8,1,NS,435300,4
16437,R21NS066510,2,1,NS,153000,4
16445,R21NS067668,2,0,NS,170522,4
16888,R34AG033669,1,0,AG,102986,4
16970,R41HD063241,2,0,HD,248300,4
17208,R56AI080418,4,0,AI,750436,4
17310,R56AI087186,4,0,AI,767538,4
17550,R56DK088971,2,0,DK,214512,4
1,C06RR029965,14,0,RR,14895273,5
143,DP2OD006663,18,0,OD,2672711,5
14625,R15AA018213,1,0,AA,185954,5
14626,R15AA019795,11,1,AA,353769,5
14638,R15AI079685,6,1,AI,221126,5
14644,R15AI085503,2,0,AI,194464,5
14656,R15AI090625,6,1,AI,437167,5
14662,R15AI090635,2,0,AI,430568,5
14680,R15CA143390,1,0,CA,382141,5
14682,R15CA143892,1,0,CA,353375,5
14695,R15CA152860,2,0,CA,470658,5
14703,R15DA029863,3,0,DA,287775,5
14711,R15DE021194,2,0,DE,484888,5
14715,R15DK085497,1,0,DK,426000,5
14723,R15DK090823,1,1,DK,426000,5
14737,R15EY020816,1,0,EY,376425,5
14749,R15GM087291,1,0,GM,211052,5
14752,R15GM093330,3,1,GM,195895,5
14765,R15GM094737,1,1,GM,426734,5
14766,R15GM094770,3,1,GM,450000,5
14769,R15HD062979,1,0,HD,212792,5
14770,R15HD062980,1,0,HD,164607,5
14817,R15HG005913,1,0,HG,316455,5
14820,R15HL102777,1,0,HL,215281,5
14828,R15MH079374,4,1,MH,209250,5
14836,R15MH091639,3,0,MH,367585,5
14847,R15NS064561,1,0,NS,237300,5
14848,R15NS066392,2,1,NS,230656,5
14852,R15NS067536,1,0,NS,425666,5
16965,R41DK075211,1,0,DK,332135,5
0,C06RR029852,1,0,RR,14682885,6
161,DP2OD006740,2,0,OD,2392169,6
163,DP2OD007031,2,0,OD,2250000,6
165,DP2OD007044,14,1,OD,2370000,6
179,DP2OD007045,8,0,OD,2512500,6
187,DP2OD007078,1,0,OD,2370000,6
188,DP2OD007096,1,0,OD,2655000,6
189,DP2OD007109,3,0,OD,2542500,6
192,DP2OD007149,1,0,OD,2220000,6
193,DP2OD007161,8,0,OD,2272500,6
201,DP2OD007188,4,0,OD,2430475,6
205,DP2OD007216,3,0,OD,2310000,6
208,DP2OD007288,6,0,OD,2400000,6
214,DP2OD007294,11,1,OD,2302500,6
225,DP2OD007338,3,0,OD,2355000,6
228,DP2OD007383,2,0,OD,2675875,6
232,DP2OD007420,1,1,OD,2317500,6
234,DP2OD007428,3,0,OD,2520000,6
237,DP2OD007433,6,0,OD,2257500,6
243,DP2OD007444,1,0,OD,2310000,6
265,DP2OD007464,3,0,OD,2322250,6
268,DP2OD007483,3,0,OD,2262500,6
271,DP2OD007488,8,0,OD,2370000,6
14693,R15CA152822,2,0,CA,435000,6
14764,R15GM094713,1,0,GM,424899,6
