,GRID,Pub_count,renewed,ADMINISTERING_IC,TOTAL_COST,GR_Total_year
8980,R01DK084016,1,1,DK,720555,2
8981,R01DK084017,1,1,DK,428752,2
8982,R01DK084056,4,1,DK,429375,2
8986,R01DK084059,11,1,DK,380000,2
8998,R01DK084060,1,1,DK,347850,2
8999,R01DK084065,1,1,DK,413750,2
9000,R01DK084097,8,1,DK,326250,2
9009,R01DK084157,2,1,DK,341949,2
9011,R01DK084171,1,1,DK,385680,2
9012,R01DK084188,1,1,DK,427816,2
9013,R01DK084192,1,1,DK,341475,2
9014,R01DK084219,2,1,DK,316509,2
9016,R01DK084236,1,1,DK,366630,2
9017,R01DK084336,1,1,DK,336000,2
9018,R01DK084425,1,1,DK,376250,2
9019,R01DK084445,1,1,DK,480130,2
9020,R01DK084509,19,1,DK,415319,2
9056,R01DK084910,20,1,DK,415000,2
9076,R01DK084960,1,1,DK,834091,2
9077,R01DK084986,1,1,DK,737786,2
9078,R01DK085025,2,1,DK,400000,2
9080,R01DK085031,2,1,DK,286099,2
9082,R01DK085064,1,1,DK,387169,2
9083,R01DK085070,4,1,DK,521215,2
9087,R01DK085080,2,1,DK,382471,2
9089,R01DK085158,1,1,DK,363964,2
9090,R01DK085173,16,1,DK,708720,2
9109,R01DK085176,18,1,DK,370000,2
9127,R01DK085242,1,1,DK,379039,2
9128,R01DK085259,3,1,DK,385000,2
9134,R01DK085300,2,1,DK,281445,2
9136,R01DK085391,2,1,DK,392500,2
9138,R01DK085458,2,1,DK,526267,2
9140,R01DK085575,1,1,DK,441137,2
9141,R01DK085579,2,1,DK,778957,2
9143,R01DK085691,5,1,DK,430604,2
9148,R01DK085916,1,1,DK,370990,2
9149,R01DK086267,1,1,DK,413750,2
9150,R01DK087688,8,1,DK,378750,2
9158,R01DK087711,1,1,DK,398576,2
9159,R01DK087715,2,1,DK,380000,2
9161,R01DK087726,5,1,DK,543095,2
9171,R01DK087727,2,1,DK,438650,2
9173,R01DK087753,4,1,DK,351177,2
9177,R01DK087755,6,1,DK,298000,2
9183,R01DK087783,6,1,DK,220521,2
9189,R01DK087789,4,1,DK,411250,2
9193,R01DK087794,1,1,DK,437188,2
9194,R01DK087844,1,1,DK,479952,2
9195,R01DK087867,4,1,DK,422849,2
9199,R01DK087871,2,1,DK,383467,2
9201,R01DK087960,5,1,DK,380000,2
9206,R01DK087962,3,1,DK,401472,2
9209,R01DK088057,6,1,DK,402500,2
9218,R01DK088076,2,1,DK,381250,2
9220,R01DK088107,10,1,DK,124815,2
9231,R01DK088131,1,1,DK,303369,2
9232,R01DK088133,12,1,DK,252000,2
9244,R01DK088190,3,1,DK,453300,2
9250,R01DK088199,1,1,DK,704528,2
9251,R01DK088227,10,1,DK,619376,2
9261,R01DK088375,1,1,DK,582867,2
9262,R01DK088383,1,1,DK,589478,2
9263,R01DK088390,1,1,DK,392500,2
9264,R01DK088541,20,1,DK,413325,2
9309,R01DK088686,3,1,DK,387917,2
9312,R01DK088718,3,1,DK,646597,2
9315,R01DK088762,13,1,DK,483802,2
9346,R01DK088767,2,1,DK,381890,2
9348,R01DK088782,1,1,DK,248640,2
9349,R01DK088787,8,1,DK,301383,2
9357,R01DK088806,1,1,DK,367370,2
9358,R01DK088905,6,1,DK,363632,2
9364,R01DK088913,4,1,DK,351742,2
9368,R01DK088925,16,1,DK,758139,2
9396,R01DK088969,1,1,DK,392500,2
9397,R01DK088972,1,1,DK,351706,2
9398,R01DK089028,1,1,DK,690792,2
9399,R01DK089034,1,1,DK,321800,2
9400,R01DK089044,5,1,DK,434688,2
9411,R01DK089066,1,1,DK,271258,2
9412,R01DK089094,1,1,DK,386250,2
9413,R01DK089095,8,1,DK,521372,2
9421,R01DK089170,3,1,DK,312447,2
9424,R01DK089185,2,1,DK,357788,2
9426,R01DK089216,2,1,DK,741779,2
9428,R01DK089229,1,1,DK,371250,2
9429,R01DK089256,3,1,DK,791805,2
9432,R01DK089312,1,1,DK,449617,2
9434,R01DK089349,3,1,DK,814424,2
9437,R01DK089439,3,1,DK,225750,2
9440,R01DK089547,3,1,DK,565129,2
9443,R01DK089989,2,1,DK,312560,2
9445,R01DK090010,1,1,DK,582995,2
9446,R01DK090053,2,1,DK,375000,2
9448,R01DK090317,1,1,DK,423750,2
9449,R01DK090554,4,1,DK,787583,2
9453,R01DK090730,4,1,DK,388402,2
9457,R01DK090989,13,1,DK,1339486,2
9470,R01DK092127,4,1,DK,467143,2
9474,R01EB008699,2,1,EB,347625,2
9476,R01EB009327,1,1,EB,668691,2
9477,R01EB009351,12,1,EB,581940,2
9489,R01EB009429,9,1,EB,427967,2
9498,R01EB009483,4,1,EB,313695,2
9502,R01EB009666,2,1,EB,372375,2
9506,R01EB009675,7,1,EB,312713,2
9513,R01EB009689,12,1,EB,361641,2
9529,R01EB009699,5,1,EB,358745,2
9540,R01EB009745,6,1,EB,331402,2
9550,R01EB009910,6,1,EB,329565,2
9556,R01EB010011,20,1,EB,396840,2
9577,R01EB010023,2,1,EB,372465,2
9579,R01EB010037,3,1,EB,558119,2
9582,R01EB010043,10,1,EB,350172,2
9593,R01EB010061,2,1,EB,330805,2
9596,R01EB010065,2,1,EB,1201185,2
9598,R01EB010070,6,1,EB,483861,2
9604,R01EB010106,4,1,EB,820894,2
9608,R01EB010195,5,1,EB,465401,2
9615,R01EB010197,1,1,EB,372780,2
9616,R01EB010208,2,1,EB,963704,2
9618,R01EB010892,1,1,EB,275400,2
9619,R01EB011517,8,1,EB,270212,2
9627,R01EB011524,7,1,EB,339400,2
9634,R01EB011556,1,1,EB,322812,2
9635,R01EB011566,6,1,EB,328684,2
9641,R01EB011567,9,1,EB,628492,2
9650,R01EB011763,3,1,EB,599511,2
9653,R01EB011996,1,1,EB,363600,2
9654,R01EB012065,8,1,EB,354740,2
9662,R01EB012099,2,1,EB,343447,2
9664,R01EB012117,7,1,EB,309915,2
9672,R01EB012284,1,1,EB,560651,2
9675,R01EB012466,12,1,EB,681221,2
9687,R01EB012479,1,1,EB,685127,2
9688,R01EB012484,2,1,EB,1114584,2
9690,R01EB012547,16,1,EB,372084,2
9706,R01EB012590,11,1,EB,331178,2
9717,R01EB012597,10,1,EB,386794,2
9727,R01EB012776,2,1,EB,447629,2
9729,R01ES015532,1,1,ES,640110,2
9731,R01ES017009,2,1,ES,344250,2
9733,R01ES017030,9,1,ES,328097,2
9744,R01ES017290,13,1,ES,352646,2
9760,R01ES017328,14,1,ES,456076,2
9776,R01ES017428,1,1,ES,330105,2
9778,R01ES017514,3,1,ES,303442,2
9781,R01ES017777,3,1,ES,354150,2
9784,R01ES017784,3,1,ES,337442,2
9787,R01ES017793,1,1,ES,391644,2
9788,R01ES017809,5,1,ES,498631,2
9798,R01ES017876,8,1,ES,268333,2
9808,R01ES018845,9,1,ES,595001,2
9817,R01ES018858,1,1,ES,350700,2
9818,R01ES018872,20,1,ES,569995,2
9847,R01ES018883,3,1,ES,334125,2
9850,R01ES018943,3,1,ES,341480,2
9853,R01ES018948,4,1,ES,309825,2
9857,R01ES018990,3,1,ES,507274,2
9860,R01ES019178,20,1,ES,351576,2
9883,R01ES019179,1,1,ES,368668,2
9884,R01ES019222,18,1,ES,593942,2
9902,R01ES019296,4,1,ES,531295,2
9906,R01ES019304,20,1,ES,411112,2
9926,R01ES019311,1,1,ES,538775,2
9947,R01ES019315,3,1,ES,529284,2
9950,R01ES019319,9,1,ES,597220,2
9960,R01ES019324,7,1,ES,536519,2
9968,R01ES019325,7,1,ES,303804,2
9976,R01ES019487,1,1,ES,633108,2
9978,R01ES019876,4,1,ES,648081,2
9983,R01ES020116,1,1,ES,506345,2
9984,R01EY018594,6,1,EY,422500,2
9990,R01EY018940,7,1,EY,425447,2
9997,R01EY019100,4,1,EY,487709,2
10001,R01EY019101,2,1,EY,382500,2
10003,R01EY019287,8,1,EY,342000,2
10011,R01EY019320,11,1,EY,326489,2
10022,R01EY019475,15,1,EY,394981,2
10037,R01EY019480,15,1,EY,336594,2
10056,R01EY019484,1,1,EY,381250,2
10057,R01EY019490,10,1,EY,370000,2
10067,R01EY019494,2,1,EY,372750,2
10069,R01EY019651,6,1,EY,338960,2
10075,R01EY019664,7,1,EY,380000,2
10082,R01EY019672,1,1,EY,381956,2
10083,R01EY019693,1,1,EY,361641,2
10084,R01EY019869,3,1,EY,527219,2
10087,R01EY019882,1,1,EY,375198,2
10089,R01EY019887,2,1,EY,382656,2
10093,R01EY019896,4,1,EY,191250,2
10097,R01EY019939,1,1,EY,382500,2
10098,R01EY019943,2,1,EY,456690,2
10105,R01EY020483,6,1,EY,400000,2
10113,R01EY020491,6,1,EY,195000,2
10119,R01EY020496,1,1,EY,348750,2
10120,R01EY020578,2,1,EY,333025,2
10124,R01EY020581,2,1,EY,416643,2
10129,R01EY020672,15,1,EY,371250,2
10144,R01EY020846,2,1,EY,231750,2
10146,R01EY020849,1,1,EY,390000,2
10147,R01EY020851,2,1,EY,390165,2
10149,R01EY020866,3,1,EY,380250,2
10152,R01EY020878,2,1,EY,338625,2
10154,R01EY020894,1,1,EY,397375,2
10155,R01EY020900,1,1,EY,370000,2
10156,R01EY020905,13,1,EY,217500,2
10169,R01EY020950,1,1,EY,277492,2
10170,R01EY020958,16,1,EY,307000,2
10186,R01EY020976,9,1,EY,481070,2
10197,R01EY021218,1,1,EY,371250,2
10198,R01EY021374,5,1,EY,954447,2
10205,R01GM077288,1,1,GM,288407,2
10206,R01GM078455,1,1,GM,390455,2
10212,R01GM081506,3,1,GM,296225,2
10215,R01GM082830,3,1,GM,295425,2
10218,R01GM083681,4,1,GM,289575,2
10222,R01GM084152,1,1,GM,274812,2
10223,R01GM084177,2,1,GM,305000,2
10225,R01GM084402,4,1,GM,327586,2
10229,R01GM084875,9,1,GM,335881,2
10238,R01GM085006,3,1,GM,272528,2
10241,R01GM085079,3,1,GM,350100,2
10245,R01GM085115,1,1,GM,252656,2
10246,R01GM085207,13,1,GM,317854,2
10259,R01GM085237,7,1,GM,237716,2
10266,R01GM085260,3,1,GM,255408,2
10271,R01GM085306,13,1,GM,391445,2
10288,R01GM085318,3,1,GM,261627,2
10291,R01GM085328,1,1,GM,334523,2
10292,R01GM085574,6,1,GM,283084,2
10298,R01GM086261,2,1,GM,371798,2
10300,R01GM086377,3,1,GM,288800,2
10303,R01GM086415,4,1,GM,327600,2
10307,R01GM086416,1,1,GM,304616,2
10308,R01GM086423,3,1,GM,273475,2
10311,R01GM086431,14,1,GM,283023,2
10325,R01GM086487,2,1,GM,286903,2
10327,R01GM086536,3,1,GM,300352,2
10330,R01GM086610,5,1,GM,301993,2
10336,R01GM086673,2,1,GM,228467,2
10338,R01GM086707,1,1,GM,210299,2
10339,R01GM086717,16,1,GM,242038,2
10355,R01GM086746,6,1,GM,268625,2
10366,R01GM086793,1,1,GM,276995,2
10367,R01GM086892,5,1,GM,241681,2
10373,R01GM087221,12,1,GM,589424,2
10385,R01GM087285,2,1,GM,210600,2
10387,R01GM087292,1,1,GM,332623,2
10388,R01GM087305,5,1,GM,326240,2
10393,R01GM087343,4,1,GM,283338,2
10397,R01GM087350,1,1,GM,281741,2
10398,R01GM087369,4,1,GM,333769,2
10402,R01GM087374,2,1,GM,288695,2
10404,R01GM087377,3,1,GM,291600,2
10407,R01GM087388,1,1,GM,314000,2
10408,R01GM087415,4,1,GM,293473,2
10412,R01GM087455,17,1,GM,288743,2
10430,R01GM087469,1,1,GM,289750,2
10431,R01GM087484,3,1,GM,279015,2
10434,R01GM087507,1,1,GM,292500,2
10435,R01GM087544,4,1,GM,327015,2
10444,R01GM087581,13,1,GM,274658,2
10457,R01GM087600,3,1,GM,261376,2
10460,R01GM087605,6,1,GM,293168,2
10466,R01GM087628,1,1,GM,283718,2
10467,R01GM087964,19,1,GM,273033,2
10486,R01GM087998,3,1,GM,287310,2
10489,R01GM088041,1,1,GM,246319,2
10490,R01GM088151,1,1,GM,283522,2
10491,R01GM088156,1,1,GM,302192,2
10492,R01GM088226,14,1,GM,255398,2
10506,R01GM088230,1,1,GM,295688,2
10507,R01GM088241,1,1,GM,275183,2
10508,R01GM088244,1,1,GM,298431,2
10509,R01GM088266,6,1,GM,285000,2
10515,R01GM088269,3,1,GM,296442,2
10518,R01GM088278,3,1,GM,343729,2
10521,R01GM088290,2,1,GM,268481,2
10523,R01GM088303,20,1,GM,272963,2
10543,R01GM088317,10,1,GM,301255,2
10554,R01GM088342,14,1,GM,285000,2
10568,R01GM088352,3,1,GM,307990,2
10571,R01GM088371,8,1,GM,275285,2
10585,R01GM088566,3,1,GM,363822,2
10588,R01GM088653,1,1,GM,297350,2
10589,R01GM088656,5,1,GM,489352,2
10594,R01GM088806,5,1,GM,240000,2
10599,R01GM088813,2,1,GM,203138,2
10601,R01GM088842,2,1,GM,289809,2
10603,R01GM088847,18,1,GM,316451,2
10645,R01GM088987,2,1,GM,282536,2
10647,R01GM089636,1,1,GM,249603,2
10648,R01GM089652,4,1,GM,463608,2
10652,R01GM089684,2,1,GM,377902,2
10654,R01GM089704,2,1,GM,293280,2
10656,R01GM089711,1,1,GM,431659,2
10657,R01GM089745,6,1,GM,368138,2
10663,R01GM089753,8,1,GM,268555,2
10671,R01GM089759,2,1,GM,123600,2
10673,R01GM089778,5,1,GM,298997,2
10678,R01GM089784,10,1,GM,273600,2
10688,R01GM089820,5,1,GM,285938,2
10693,R01GM089846,9,1,GM,354931,2
10702,R01GM089853,1,1,GM,319800,2
10703,R01GM089866,13,1,GM,235202,2
10716,R01GM089872,4,1,GM,306150,2
10720,R01GM089893,4,1,GM,303684,2
10725,R01GM089903,5,1,GM,486846,2
10730,R01GM089912,5,1,GM,283901,2
10735,R01GM089913,2,1,GM,287736,2
10737,R01GM089918,2,1,GM,441060,2
10739,R01GM089919,1,1,GM,285529,2
10740,R01GM089926,4,1,GM,242083,2
10744,R01GM089932,13,1,GM,286885,2
10760,R01GM089933,5,1,GM,312000,2
10765,R01GM089949,1,1,GM,303040,2
10766,R01GM089970,3,1,GM,297375,2
10769,R01GM089976,2,1,GM,542904,2
10773,R01GM089977,1,1,GM,287497,2
10774,R01GM089978,2,1,GM,396242,2
10776,R01GM089979,8,1,GM,323700,2
10784,R01GM089992,2,1,GM,283075,2
10786,R01GM089994,1,1,GM,334285,2
10787,R01GM090010,9,1,GM,274277,2
10796,R01GM090023,1,1,GM,372450,2
10799,R01GM090033,1,1,GM,298511,2
10800,R01GM090056,5,1,GM,289782,2
10806,R01GM090068,3,1,GM,489543,2
10809,R01GM090077,8,1,GM,301150,2
10817,R01GM090080,3,1,GM,275414,2
10820,R01GM090126,1,1,GM,373165,2
10821,R01GM090150,2,1,GM,277949,2
10825,R01GM090161,1,1,GM,294158,2
10829,R01GM090192,1,1,GM,280227,2
10830,R01GM090327,3,1,GM,295890,2
10833,R01GM092218,7,1,GM,371275,2
10840,R01GM092219,5,1,GM,331550,2
10845,R01GM092759,1,1,GM,292500,2
10846,R01GM092772,5,1,GM,298350,2
10851,R01GM092802,9,1,GM,295027,2
10860,R01GM092804,1,1,GM,300900,2
10861,R01GM092813,1,1,GM,397034,2
10862,R01GM092827,3,1,GM,288548,2
10865,R01GM092851,7,1,GM,276640,2
10873,R01GM092870,4,1,GM,291128,2
10877,R01GM092874,2,1,GM,222000,2
10879,R01GM092893,18,1,GM,254209,2
10897,R01GM092927,9,1,GM,281419,2
10906,R01GM092963,2,1,GM,150657,2
10908,R01GM092993,2,1,GM,414019,2
10910,R01GM092999,5,1,GM,270474,2
10915,R01GM093008,6,1,GM,280586,2
10921,R01GM093040,3,1,GM,263208,2
10924,R01GM093050,1,1,GM,1,2
10925,R01GM093072,5,1,GM,336300,2
10933,R01GM093074,1,1,GM,298300,2
10934,R01GM093086,1,1,GM,292528,2
10935,R01GM093104,4,1,GM,300200,2
10939,R01GM093123,20,1,GM,293715,2
10960,R01GM093132,1,1,GM,396702,2
10961,R01GM093182,20,1,GM,295063,2
10981,R01GM093208,2,1,GM,285610,2
10983,R01GM093213,1,1,GM,296155,2
10984,R01GM093217,5,1,GM,280800,2
10989,R01GM093271,5,1,GM,301150,2
10994,R01GM093278,4,1,GM,279097,2
10998,R01GM093279,2,1,GM,288743,2
11000,R01GM093282,7,1,GM,315400,2
11007,R01GM093285,7,1,GM,295694,2
11014,R01GM093325,1,1,GM,338184,2
11017,R01GM093335,4,1,GM,319257,2
11021,R01GM093341,5,1,GM,310310,2
11026,R01GM093345,11,1,GM,499422,2
11037,R01GM093393,5,1,GM,225439,2
11042,R01GM093628,1,1,GM,922046,2
11043,R01GM093769,2,1,GM,278206,2
11045,R01GM093937,16,1,GM,420605,2
11061,R01GM094146,8,1,GM,236863,2
11069,R01GM094155,11,1,GM,260618,2
11080,R01GM094172,1,1,GM,318500,2
11081,R01GM094198,4,1,GM,303045,2
11085,R01GM094231,3,1,GM,292264,2
11088,R01GM094244,1,1,GM,302154,2
11089,R01GM094276,3,1,GM,285760,2
11092,R01GM094314,16,1,GM,317000,2
11108,R01GM094386,1,1,GM,302934,2
11109,R01GM094388,8,1,GM,338800,2
11117,R01GM094418,3,1,GM,345834,2
11120,R01GM094468,2,1,GM,281808,2
11122,R01GM094469,4,1,GM,305184,2
11126,R01GM094489,2,1,GM,279829,2
11128,R01GM094510,6,1,GM,259297,2
11134,R01GM094513,1,1,GM,288800,2
11135,R01GM094574,2,1,GM,347428,2
11137,R01GM094798,1,1,GM,268860,2
11138,R01GM094810,3,1,GM,291296,2
11141,R01GM094816,12,1,GM,326388,2
11169,R01GM094844,3,1,GM,343834,2
11173,R01GM094848,3,1,GM,298742,2
11176,R01GM094880,1,1,GM,308000,2
11177,R01GM094890,2,1,GM,300089,2
11179,R01GM094905,1,1,GM,332631,2
11180,R01GM094919,2,1,GM,305025,2
11182,R01GM094924,11,1,GM,294145,2
11196,R01GM094929,1,1,GM,298841,2
11197,R01GM094933,1,1,GM,302720,2
11198,R01GM094944,1,1,GM,315213,2
11199,R01GM095263,1,1,GM,378844,2
11200,R01GM095347,5,1,GM,280290,2
11205,R01GM095538,4,1,GM,300000,2
11209,R01GM095573,1,1,GM,379451,2
11210,R01GM095583,4,1,GM,300000,2
11215,R01GM095612,4,1,GM,307800,2
11220,R01GM095638,2,1,GM,300000,2
11222,R01GM095639,3,1,GM,300000,2
11225,R01GM095693,3,1,GM,300000,2
11228,R01GM095747,2,1,GM,300000,2
11232,R01GM096032,11,1,GM,299030,2
11243,R01GM096187,4,1,GM,296541,2
11250,R01GM096188,7,1,GM,299044,2
11257,R01GM096191,6,1,GM,300000,2
11264,R01GM096192,2,1,GM,280816,2
11266,R01GM096194,2,1,GM,290022,2
11268,R01GM096195,1,1,GM,329992,2
11271,R01GM096471,1,1,GM,478074,2
11272,R01GM096655,6,1,GM,304499,2
11278,R01HD052064,1,1,HD,304013,2
11279,R01HD056103,6,1,HD,413244,2
11288,R01HD057046,1,1,HD,307497,2
11289,R01HD057962,8,1,HD,311106,2
11297,R01HD058013,11,1,HD,328929,2
11310,R01HD058556,1,1,HD,539830,2
11312,R01HD058588,1,1,HD,644681,2
11313,R01HD059739,1,0,HD,921000,2
11314,R01HD059783,12,1,HD,300026,2
11326,R01HD059826,2,1,HD,487458,2
11328,R01HD059827,1,1,HD,601012,2
11329,R01HD059856,2,1,HD,499915,2
11331,R01HD059858,6,1,HD,274870,2
11337,R01HD059882,1,1,HD,525603,2
11338,R01HD059946,3,1,HD,532361,2
11341,R01HD060503,4,1,HD,316258,2
11345,R01HD060530,1,1,HD,378250,2
11346,R01HD060543,15,1,HD,344460,2
11361,R01HD060559,2,1,HD,463126,2
11363,R01HD060576,6,1,HD,527087,2
11369,R01HD060581,2,1,HD,306149,2
11371,R01HD060586,3,1,HD,322107,2
11374,R01HD060647,7,1,HD,244006,2
11388,R01HD060722,2,1,HD,246060,2
11390,R01HD060726,8,1,HD,651782,2
11401,R01HD060769,4,1,HD,548110,2
11405,R01HD060789,2,1,HD,579509,2
11407,R01HD060876,2,1,HD,302414,2
11409,R01HD061255,1,1,HD,531284,2
11410,R01HD061363,3,1,HD,300015,2
11413,R01HD061376,15,1,HD,549760,2
11428,R01HD061403,1,1,HD,350675,2
11429,R01HD061410,1,1,HD,610039,2
11430,R01HD061414,8,1,HD,640106,2
11439,R01HD061504,2,1,HD,534160,2
11441,R01HD061541,2,1,HD,275487,2
11443,R01HD061543,5,1,HD,303881,2
11448,R01HD061584,3,1,HD,392477,2
11451,R01HD061617,3,1,HD,248534,2
11455,R01HD061619,7,1,HD,553199,2
11462,R01HD061622,1,1,HD,376626,2
11463,R01HD062007,5,1,HD,334170,2
11468,R01HD062155,2,1,HD,552975,2
11470,R01HD062477,1,1,HD,826789,2
11471,R01HD062478,2,1,HD,593830,2
11473,R01HD062507,12,1,HD,311250,2
11485,R01HD062538,6,1,HD,444794,2
11491,R01HD062553,3,1,HD,318513,2
11494,R01HD062567,1,1,HD,498917,2
11495,R01HD062582,1,1,HD,298293,2
11496,R01HD062744,15,1,HD,321433,2
11511,R01HD062797,3,1,HD,534825,2
11514,R01HD062844,7,1,HD,340300,2
11521,R01HD063276,2,1,HD,643520,2
11523,R01HD064350,5,1,HD,469311,2
11528,R01HD064354,3,1,HD,509029,2
11531,R01HD064402,8,1,HD,407396,2
11545,R01HD064595,11,1,HD,692207,2
11556,R01HD064636,2,1,HD,313132,2
11558,R01HD064667,2,1,HD,318513,2
11560,R01HD064685,4,1,HD,404539,2
11564,R01HD064687,1,1,HD,1213065,2
11565,R01HD064727,4,1,HD,321833,2
11569,R01HD064820,1,1,HD,374693,2
11571,R01HD064824,1,1,HD,328888,2
11572,R01HD064850,1,1,HD,710591,2
11573,R01HD065024,3,1,HD,411819,2
11576,R01HD065029,4,1,HD,362162,2
11580,R01HD065122,20,1,HD,436114,2
11600,R01HD065200,2,1,HD,728127,2
11602,R01HD065435,4,1,HD,503011,2
11606,R01HD065445,1,1,HD,337176,2
11607,R01HD065536,3,1,HD,296789,2
11610,R01HD065600,2,1,HD,436085,2
11613,R01HD065766,1,1,HD,309291,2
11614,R01HD065819,9,1,HD,255908,2
11631,R01HD065856,1,1,HD,314424,2
11632,R01HD065859,1,1,HD,305126,2
11633,R01HD065888,2,1,HD,536176,2
11635,R01HD065893,7,1,HD,332890,2
11643,R01HD065904,3,1,HD,544432,2
11646,R01HD065943,1,1,HD,302503,2
11647,R01HD066121,2,1,HD,312288,2
11649,R01HD066156,1,1,HD,574035,2
11650,R01HD066219,4,1,HD,597791,2
11654,R01HD066982,1,1,HD,328677,2
11655,R01HD067111,12,1,HD,627469,2
11668,R01HD067140,1,1,HD,244020,2
11669,R01HD067254,8,1,HD,656158,2
11678,R01HD067449,6,1,HD,234890,2
11684,R01HD069179,1,1,HD,510973,2
11685,R01HD069184,1,1,HD,250000,2
11686,R01HG005084,1,1,HG,273884,2
11687,R01HG005087,4,1,HG,358150,2
11691,R01HG005092,5,1,HG,411045,2
11696,R01HG005216,1,1,HG,281522,2
11697,R01HG005220,16,1,HG,410000,2
11714,R01HG005226,2,1,HG,632070,2
11716,R01HG005232,2,1,HG,281832,2
11718,R01HG005238,3,1,HG,386696,2
11722,R01HG005692,1,1,HG,349700,2
11723,R01HG005701,7,1,HG,338753,2
11731,R01HG005710,1,1,HG,591336,2
11732,R01HG005826,3,1,HG,375667,2
11735,R01HG005827,4,1,HG,319350,2
11739,R01HG005848,3,1,HG,343675,2
11742,R01HG005852,2,1,HG,1047823,2
11744,R01HG005853,9,1,HG,663319,2
11753,R01HG005854,11,1,HG,330930,2
11764,R01HG005855,2,1,HG,377783,2
11766,R01HG005969,14,1,HG,408559,2
11780,R01HG005975,16,1,HG,373477,2
11802,R01HG005978,7,1,HG,394784,2
11816,R01HL089884,1,1,HL,372500,2
11830,R01HL090648,1,1,HL,367753,2
11831,R01HL091475,2,1,HL,383125,2
11833,R01HL091944,1,1,HL,368750,2
11834,R01HL091986,1,1,HL,381250,2
11841,R01HL092301,1,1,HL,724275,2
11842,R01HL092510,1,1,HL,395000,2
11846,R01HL093009,2,1,HL,717082,2
11849,R01HL093020,4,1,HL,369000,2
11853,R01HL093057,1,1,HL,390000,2
11854,R01HL093103,2,1,HL,395000,2
11856,R01HL093386,1,1,HL,759148,2
11857,R01HL093399,1,1,HL,368405,2
11860,R01HL093671,2,1,HL,379083,2
11864,R01HL094450,4,1,HL,392500,2
11868,R01HL094464,2,1,HL,395342,2
11871,R01HL094545,2,1,HL,368750,2
11878,R01HL094609,9,1,HL,372500,2
11887,R01HL094639,5,1,HL,432891,2
11892,R01HL094650,1,1,HL,381250,2
11893,R01HL094654,2,1,HL,317500,2
11897,R01HL094722,12,1,HL,385000,2
11909,R01HL094728,12,1,HL,386250,2
11921,R01HL094818,7,1,HL,380000,2
11928,R01HL094889,1,1,HL,578002,2
11929,R01HL095122,1,1,HL,516400,2
11931,R01HL095477,3,1,HL,382917,2
11934,R01HL095524,1,1,HL,474750,2
11945,R01HL095572,11,1,HL,377676,2
11956,R01HL095606,6,1,HL,862538,2
11963,R01HL095674,5,1,HL,366250,2
11970,R01HL095701,4,1,HL,375400,2
11974,R01HL095704,3,1,HL,487609,2
11981,R01HL095722,2,1,HL,453907,2
11987,R01HL095786,1,1,HL,362534,2
11998,R01HL095796,1,1,HL,448838,2
11999,R01HL095813,4,1,HL,362730,2
12003,R01HL095820,3,1,HL,488275,2
12006,R01HL095828,3,1,HL,304542,2
12027,R01HL095856,1,1,HL,868373,2
12030,R01HL095924,1,1,HL,396458,2
12031,R01HL095931,8,1,HL,495738,2
12039,R01HL095964,2,1,HL,762788,2
12041,R01HL095999,3,1,HL,461487,2
12045,R01HL096015,2,1,HL,796441,2
12047,R01HL096121,8,1,HL,379000,2
12057,R01HL096480,1,1,HL,374590,2
12058,R01HL096504,5,1,HL,414777,2
12063,R01HL096524,1,1,HL,381250,2
12064,R01HL096578,3,1,HL,336980,2
12067,R01HL096613,1,1,HL,189375,2
12068,R01HL096694,1,1,HL,410000,2
12069,R01HL096706,1,1,HL,338834,2
12070,R01HL096735,1,1,HL,385000,2
12071,R01HL096779,1,1,HL,438535,2
12072,R01HL096787,4,1,HL,380000,2
12076,R01HL096813,2,1,HL,370000,2
12078,R01HL096845,4,1,HL,575295,2
12082,R01HL096875,16,1,HL,779970,2
12126,R01HL096962,1,1,HL,392500,2
12127,R01HL096973,20,1,HL,404561,2
12149,R01HL096987,4,1,HL,375695,2
12153,R01HL097000,2,1,HL,516465,2
12165,R01HL097357,1,1,HL,423750,2
12176,R01HL097520,2,1,HL,495368,2
12179,R01HL097566,3,1,HL,556011,2
12182,R01HL098065,5,1,HL,386250,2
12187,R01HL098085,3,1,HL,429250,2
12190,R01HL098174,3,1,HL,340875,2
12193,R01HL098182,3,1,HL,266000,2
12196,R01HL098199,6,1,HL,392500,2
12202,R01HL098200,1,1,HL,390000,2
12203,R01HL098207,1,1,HL,378869,2
12211,R01HL098230,1,1,HL,353000,2
12214,R01HL098252,9,1,HL,774867,2
12223,R01HL098279,2,1,HL,392500,2
12225,R01HL098280,3,1,HL,805350,2
12228,R01HL098295,20,1,HL,448840,2
12249,R01HL098319,1,1,HL,484122,2
12250,R01HL098332,6,1,HL,576862,2
12256,R01HL098353,1,1,HL,510697,2
12257,R01HL098407,1,1,HL,494656,2
12259,R01HL098425,1,1,HL,777317,2
12260,R01HL098433,9,1,HL,2140244,2
12269,R01HL098435,1,1,HL,360000,2
12270,R01HL098445,8,1,HL,1429770,2
12278,R01HL098468,2,1,HL,434688,2
12287,R01HL098490,2,1,HL,380000,2
12289,R01HL098502,1,1,HL,394250,2
12293,R01HL098601,3,1,HL,453875,2
12297,R01HL098602,1,1,HL,723032,2
12298,R01HL098608,6,1,HL,377533,2
12304,R01HL098621,4,1,HL,284747,2
